timbre_dim_1_avg	timbre_dim_2_avg	timbre_dim_3_avg	timbre_dim_4_avg	timbre_dim_5_avg	timbre_dim_6_avg	timbre_dim_7_avg	timbre_dim_8_avg	timbre_dim_9_avg	timbre_dim_10_avg	timbre_dim_11_avg	timbre_dim_12_avg
33.062027346177764	-41.023943443132296	69.92122747047847	10.51640335612181	37.88065817277816	-17.238745804847735	-3.027644499689261	6.4963132380360475	-17.446261653200754	-7.432344934742076	-6.205650714729632	-4.423489745183351
31.339187643020637	-96.33165675057215	-24.75390312738363	-29.149892448512585	31.374573607932874	-32.41724942791754	-8.533823035850496	-1.8581670480549197	36.913976353928305	6.52714263920672	1.2039298245614027	17.469983218916855
34.39785607603526	-59.10247046843168	-15.035801086218614	-21.045750169721675	38.86012830957228	-36.18612763068563	14.653153428377458	1.287344195519347	61.33297216564825	16.949199592668005	-4.37406245756959	4.416963340122196
33.73716676056339	-12.907981408450686	48.97314028169014	1.760461971830984	-25.291687887323924	-6.891887323943656	-17.98535267605632	3.325384225352113	33.260093521126755	8.93990704225352	0.9815780281690143	17.824396056338024
43.0250526912181	18.116081586402267	60.006422096317245	1.0840685552407914	-16.979528045325765	-18.376287818696884	1.520113314447596	-0.6247563739376751	3.307959773371095	-12.718071954674212	3.7440730878187023	-4.088158640226625
33.51734842995162	-54.54610144927547	-13.658423913043443	-23.169846014492745	17.560690217391304	-31.225327898550717	-5.178631038647339	-2.121737318840575	52.00194746376807	15.21303864734299	-1.4532850241545905	5.6948405797101485
30.835011987381698	-77.95258548895896	-3.8680208201892965	-18.210841640378565	23.381831545741335	-34.608182334384864	10.04343848580444	2.980461198738169	37.7225886435331	11.309826498422726	-1.2833936908517383	7.727423974763402
37.21789177939652	-33.7911061394382	-26.651763787721137	-7.747094693028086	8.850825182101971	-20.750035379812715	-23.080955254942776	4.627943808532773	-4.145874089490113	0.5291477627471382	-4.776005202913624	-4.7842872008324635
47.40270742049465	22.927289752650186	44.11443392226153	-0.7456480565371043	-26.180467137809195	-4.765889045936387	-22.66414416961127	-2.4144777385159015	11.615402120141342	-0.45973356890459227	1.3726897526501753	5.35422544169611
47.0734693732194	44.84452635327634	25.152399572649603	-8.727254273504261	-3.314670940170941	-27.833898148148126	-0.9613112535612536	5.431854700854707	-6.509419515669519	-1.7132948717948697	-5.699378205128203	-2.3965975783475746
35.1305854361932	-6.178437635183853	22.875149963950992	-4.824730353280449	-26.25279596250895	-9.09456741167988	9.188746935832734	8.279554434030285	0.6875025234318645	-3.716160778658966	-4.322180966113916	-5.242287671232882
44.75903606311041	5.908479338842986	-0.04884898572501332	-14.213779864763357	0.0012411720510899784	-29.666389932381655	2.5039346356123136	5.420849737039832	-5.6223899323816555	-3.036344853493613	-6.268300525920373	-1.3779098422238916
33.9025237191651	-65.61244149272605	-8.606012017710299	-16.08431246046806	19.906055028463026	-22.16783364958888	-17.87644149272611	0.3502049335863397	-1.3337975964579396	-7.1696672991777275	-5.997777356103728	4.885323845667299
34.92467126436775	-54.814645977011494	-2.442160153256707	-20.24721072796936	10.729725670498082	-26.303151724137958	-6.241631417624517	-2.3457333333333312	48.20640536398478	15.258078160919561	-1.876254406130266	9.715600000000004
35.57002622950824	-38.00401442622951	9.293580983606555	-6.708485901639364	44.02421770491796	-32.37770032786884	10.624534426229523	10.179837377049173	-2.4396747540983594	1.3785462295081978	-11.255153442622976	-8.505209180327881
33.55862500000002	-102.18646068075107	-23.225497065727655	-12.539484741784031	69.00840199530516	-33.42434330985911	-1.184160211267606	9.702246478873223	5.802695422535206	3.0778386150234653	-10.631863849765256	-11.460699530516429
49.479118513323975	52.9417173913043	51.538934081346426	-0.1828969144460035	-22.05229172510522	-23.006153576437562	15.099883590462865	4.766688639551193	-13.985295231416561	-3.199361150070122	-8.390415147265083	-2.7989207573632524
51.111325503355665	51.60658657718117	49.70235973154366	-0.26916107382550386	-6.598845637583886	-23.885246979865755	11.970472483221446	4.5496530201342225	-9.241493288590616	-2.4921644295302	-8.423356375838926	-2.845654362416107
35.674516068052895	-8.302434782608703	19.318066162570897	-7.075514177693779	-1.0342110901071142	-17.57820415879017	7.687656584751105	-0.8349306868305005	3.031843730308757	-1.8758090737240085	-0.63679143037177	10.820456836798986
44.506537207654134	34.34973919206233	3.4302693125442856	1.3084301913536502	-2.3493678242381235	-20.893961729270018	3.578632884479092	11.000198440822118	-11.755097094259392	-4.854386250885896	-10.830672572643506	-7.320157335223247
47.5540087884495	47.80140740740727	31.459252981795355	-0.8954400502196989	10.000642812303852	-25.42170935342121	-4.506789077212807	2.236370370370375	-8.89086064030131	0.8663954802259883	-7.337259887005643	2.078372881355935
43.470567865003694	24.693710931768152	-4.949421863536291	-11.977305209097585	-8.134336023477632	-23.508234776228917	5.7037153338224496	4.714401320616286	-11.783057226705811	-3.1319823917828304	-12.003851063829774	-8.66736390315481
42.646801593625504	-0.4927338645418274	10.301439840637448	-12.713489243027885	8.114083665338647	-19.529492430278875	-7.648636653386449	-2.148450996015935	-6.382558565737043	-2.0284756972111557	-5.218745019920318	9.074656573705177
32.55440095693777	-54.61798755980865	11.387342583732057	-17.121949282296644	17.70066985645932	-29.694449760765607	1.5691358851674615	1.4512870813397132	48.03268421052635	13.677444976076538	-1.312892822966507	8.604097607655497
40.12422709163344	22.6843593625498	-0.8063888446215177	-16.571453386454202	-5.543858167330683	-17.21886374501991	-9.276889243027895	-0.9268860557768931	-7.015211952191232	-0.5524079681274902	-6.932113147410351	6.29735776892431
33.36459363434498	-9.820393042190963	18.52276609918579	-0.1345566247224278	-19.40483789785343	-17.607297557364923	11.179386380458922	4.924556624722427	-2.903307920059215	0.5299755736491489	-1.4009496669133914	0.5283464100666175
32.695065189873404	-74.17425063291134	-2.692849367088606	-19.844303797468356	8.222537974683547	-28.698758860759483	-7.251052531645579	6.236481645569623	-11.048741772151898	-4.52358037974683	-3.1351265822784753	2.7987468354430383
35.70958887381279	-6.218570556309362	-12.411678426051532	-7.357718453188603	24.621563093622765	-17.477968113975557	-34.733660108548136	-13.841580732700132	13.153967435549518	5.998699457259167	-10.020021709633646	-4.379139755766629
35.773123978201625	-6.412098092643035	-12.562025204359685	-6.9394053133514975	24.616316076294307	-17.628201634877378	-34.777945504087164	-13.942937329700277	13.12172820163489	6.041611035422353	-10.18242983651225	-4.313449591280651
40.212965800273615	10.523119699042402	18.50699316005472	-7.028362517099868	15.194562243502064	-15.526262653898797	-11.715696990424073	-3.2986867305061547	-5.522179890560871	-3.3149404924760693	-7.550507523939801	2.5776108071135506
36.4565443298969	-4.531795876288643	15.722182130584182	-8.65658556701032	16.617560824742238	-18.362635738831603	-9.343597250859107	-0.5679807560137453	-6.327545704467353	-4.214015807560134	-6.687020618556711	3.5346378006872916
34.49213545042125	6.742855476344784	4.412581983149709	-14.409662994167217	3.0245165262475706	-11.711727154893058	-18.51824108878808	1.7134044069993537	-2.198956578094618	-1.471978613091381	-9.238169799092693	-3.125467919637077
46.325430573248376	13.210722292993648	73.74288789808908	13.921624203821626	-21.921724840764362	-3.3670802547770755	-20.195154140127382	-1.2873095541401256	8.64751082802548	0.8352585987261147	1.8121535031847085	3.684369426751604
46.573204714640156	31.06159181141437	10.050194168734496	-11.612076923076927	11.215142679900756	-28.700460918114167	-12.027647022332516	3.7100031017369792	-0.40465198511166195	0.8855198511166265	-5.087489454094297	3.385705334987594
32.72936391673093	-39.349237471087136	45.327898997686994	-1.1011850424055514	9.236669236700068	-10.048169622205092	-11.518917501927545	3.1529290670778733	-10.274747879722451	-2.125091750192757	-2.096243639167312	-8.72714726291443
43.09078309648473	21.77651383694837	12.21380628272251	-13.340574420344055	12.720331338818225	-26.96311742707558	3.57242857142858	7.454100224382948	3.0427913238593898	2.206675392670155	-9.23294913986537	0.9432767389678373
